1	167
2	250
3	333
4	333
5	541
6	500
7	625
8	833
9	1083
10	958
11	1125
12	1333
13	1375
14	1583
15	1792
16	1792
17	2292
18	2416
19	2500
20	2542
21	2667
22	2458
23	3000
24	3458
25	3750
26	3625
27	4333
28	4333
29	4458
30	5583
31	4458
32	4667
33	5250
34	6542
35	6208
36	6625
37	6667
38	7583
39	6541
40	7792
41	7834
42	7917
43	7250
44	8959
45	9916
46	10417
47	8750
48	10417
49	10875
50	11959
51	8875
52	10750
53	10167
54	10292
55	10375
56	11083
57	10458
58	11958
59	11500
60	10958
61	13834
62	12500
63	13375
64	12666
65	13167
66	14417
67	13458
68	14542
69	15000
70	15750
71	17250
72	16083
73	18167
74	17541
75	19000
76	16292
77	20208
78	18250
79	19500
80	20000
81	23000
82	20041
83	21625
84	21375
85	21875
86	22084
87	23333
88	26000
89	24166
90	27083
91	24083
92	24792
93	22500
94	26792
95	28333
96	26875
97	28459
98	28834
99	29375
100	27791
101	28208
102	30500
103	31500
104	33959
105	32875
106	30459
107	33833
108	35709
109	37417
110	33584
111	37958
112	36750
113	42208
114	38000
115	35166
116	37291
117	40542
118	44750
119	38958
120	48833
121	39959
122	43667
123	42875
124	47917
125	41500
126	46250
127	48083
128	46500
129	51292
130	52958
131	49083
132	49500
133	52500
134	48917
135	53625
136	58083
137	50000
138	59583
139	50166
140	53375
141	52625
142	60750
143	55958
144	60542
145	65958
146	60250
147	64709
148	64833
149	66750
150	62166
151	67458
152	67417
153	64708
154	64292
155	67541
156	69458
157	74958
158	72250
159	71875
160	70042
161	70833
162	73000
163	78750
164	77791
165	78792
166	86459
167	73958
168	76417
169	42583
170	28958
171	31583
172	29375
173	26291
174	44875
175	31250
176	38875
177	31292
178	31875
179	31875
180	30792
181	35750
182	32875
183	35083
184	33709
185	36333
186	34041
187	34208
188	32625
189	34166
190	34458
191	37584
192	32500
193	35208
194	38375
195	39625
196	41208
197	37750
198	37875
199	46958
200	38792
